title;link;published;redirect;redirectLink;articleImage;articleBody;keywords0;keywords1;keywords2;keywords3;keywords4;keywords5;summary
[금융포커스] “교사 안전장치 턱없이 부족”… 교권 침해 보험 드는 선생님들 - 조선비즈 - 조선비즈;https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vYml6LmNob3N1bi5jb20vc3RvY2svZmluYW5jZS8yMDIzLzA3LzI1L1BURE5OSDdUSkJFUzVMMkdQVlFLWE9PSzZVL9IBWmh0dHBzOi8vYml6LmNob3N1bi5jb20vc3RvY2svZmluYW5jZS8yMDIzLzA3LzI1L1BURE5OSDdUSkJFUzVMMkdQVlFLWE9PSzZVLz9vdXRwdXRUeXBlPWFtcA?oc=5;2023-07-25 04:36:00;True;https://biz.chosun.com/stock/finance/2023/07/25/PTDNNH7TJBES5L2GPVQKXOOK6U/;;;;;;;;;
"늘어나는 교권보호위 심의에도...""수치 미반영 사례 多"" [앵커리포트] - YTN";https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3Lnl0bi5jby5rci9fbG4vMDEwM18yMDIzMDcyNTExNTQzNjQyMTDSAUNodHRwczovL20ueXRuLmNvLmtyL25ld3Nfdmlldy5hbXAucGhwP3BhcmFtPTAxMDNfMjAyMzA3MjUxMTU0MzY0MjEw?oc=5;2023-07-25 02:54:00;True;https://www.ytn.co.kr/_ln/0103_202307251154364210;;;;;;;;;
착한법, 교사 비극에 “교권보호 대책” 촉구 - 법률저널;https://news.google.com/rss/articles/CBMiN2h0dHA6Ly93d3cubGVjLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz03NDM3NzjSAQA?oc=5;2023-07-25 02:12:52;True;http://www.lec.co.kr/news/articleView.html?idxno=743778;;;;;;;;;
학생 인권 축소하면 추락된 교권이 살아나는가 - 오마이뉴스;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm9obXluZXdzLmNvbS9OV1NfV2ViL3ZpZXcvYXRfcGcuYXNweD9DTlROX0NEPUEwMDAyOTQ3NDYx0gFCaHR0cHM6Ly9tLm9obXluZXdzLmNvbS9OV1NfV2ViL01vYmlsZS9hbXAuYXNweD9DTlROX0NEPUEwMDAyOTQ3NDYx?oc=5;2023-07-25 02:07:00;True;https://www.ohmynews.com/NWS_Web/view/at_pg.aspx?CNTN_CD=A0002947461;;;;;;;;;
늘어나는 교권침해…안심번호 쓰는 교사들 - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzMyMDc20gEA?oc=5;2023-07-25 01:38:00;True;https://news.kbs.co.kr/news/view.do?ncd=7732076;;;;;;;;;
9살에 맞아 교사 가슴뼈 다쳐도... 맞고소 우려, 교권보호위 엄두 못낸다 - 조선일보;https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmNob3N1bi5jb20vbmF0aW9uYWwvbmF0aW9uYWxfZ2VuZXJhbC8yMDIzLzA3LzI1L0VORFNUUVRMWkZBWFhQTVdWNkFBV01aTzRJL9IBZmh0dHBzOi8vd3d3LmNob3N1bi5jb20vbmF0aW9uYWwvbmF0aW9uYWxfZ2VuZXJhbC8yMDIzLzA3LzI1L0VORFNUUVRMWkZBWFhQTVdWNkFBV01aTzRJLz9vdXRwdXRUeXBlPWFtcA?oc=5;2023-07-25 00:33:20;True;https://www.chosun.com/national/national_general/2023/07/25/ENDSTQTLZFAXXPMWV6AAWMZO4I/;;;;;;;;;
"[포토] 윤재옥 ""학생인권조례서 교권 침해·학습권 방해 조항 개정·폐지 ... - 아시아경제";https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmFzaWFlLmNvLmtyL2FydGljbGUvMjAyMzA3MjUwOTU1Mzc2MzU3MtIBAA?oc=5;2023-07-25 00:25:00;True;https://www.asiae.co.kr/article/2023072509553763572;;;;;;;;;
이주호 “학생인권만 주장해 교권 침해” - 매일노동뉴스;https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmxhYm9ydG9kYXkuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTIxNjM4N9IBQWh0dHA6Ly93d3cubGFib3J0b2RheS5jby5rci9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89MjE2Mzg3?oc=5;2023-07-24 22:30:05;True;https://www.labortoday.co.kr/news/articleView.html?idxno=216387;;;;;;;;;
교권 침해 '상상 초월'‥허약한 방어막 - MBC뉴스;https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIzL253dG9kYXkvYXJ0aWNsZS82NTA3MTkwXzM2MjA3Lmh0bWzSAUZodHRwczovL2ltbmV3cy5pbWJjLmNvbS9yZXBsYXkvMjAyMy9ud3RvZGF5L2FydGljbGUvNjUwNzE5MF8zNjIwOC5odG1s?oc=5;2023-07-24 22:23:18;True;https://imnews.imbc.com/replay/2023/nwtoday/article/6507190_36207.html;;;;;;;;;
조희연 교육감 “교권 추락이 학생인권조례 때문? 과도한 단순화” - 한겨레;https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9zb2NpZXR5L3NvY2lldHlfZ2VuZXJhbC8xMTAxNTY4Lmh0bWzSAQA?oc=5;2023-07-24 20:00:34;True;https://www.hani.co.kr/arti/society/society_general/1101568.html;;;;;;;;;
사건때마다 교사보호대책 내놔도…'교권 침해' 건수만 줄뿐 심각해져 - 한겨레;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9zb2NpZXR5L3NjaG9vbGluZy8xMTAxNTY1Lmh0bWzSAQA?oc=5;2023-07-24 20:00:24;True;https://www.hani.co.kr/arti/society/schooling/1101565.html;;;;;;;;;
[심층] 교권보호위원회는 교사 추궁위원회? '2차 가해' 논란 ::::: 기사 - 대구MBC;https://news.google.com/rss/articles/CBMiJmh0dHA6Ly9kZ21iYy5jb20vYXJ0aWNsZS8wMkF2TVlfc0VNc3Va0gEA?oc=5;2023-07-24 15:03:10;True;https://dgmbc.com/article/02AvMY_sEMsuZ;;;;;;;;;
'을'이 돼버린 교사 인권 교권 보호 대책 마련하라 - 광주드림;https://news.google.com/rss/articles/CBMiOWh0dHA6Ly93d3cuZ2pkcmVhbS5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTYzMTEwOdIBAA?oc=5;2023-07-24 15:00:00;True;http://www.gjdream.com/news/articleView.html?idxno=631109;;;;;;;;;
‘금쪽이 훈육법’이 교권 추락 주범? 오은영에 쏟아진 화풀이 댓글들 - 조선일보;https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmNob3N1bi5jb20vbmF0aW9uYWwvbmF0aW9uYWxfZ2VuZXJhbC8yMDIzLzA3LzI0L01ZWllDSVc2TVJDNTNJM1FOQjRaNkpOV1lJL9IBZmh0dHBzOi8vd3d3LmNob3N1bi5jb20vbmF0aW9uYWwvbmF0aW9uYWxfZ2VuZXJhbC8yMDIzLzA3LzI0L01ZWllDSVc2TVJDNTNJM1FOQjRaNkpOV1lJLz9vdXRwdXRUeXBlPWFtcA?oc=5;2023-07-24 13:43:00;True;https://www.chosun.com/national/national_general/2023/07/24/MYZYCIW6MRC53I3QNB4Z6JNWYI/;;;;;;;;;
교권강화 나선 교육당국…학생인권조례 놓고 파열음 - 연합뉴스TV;https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vd3d3LnlvbmhhcG5ld3N0di5jby5rci9uZXdzL01ZSDIwMjMwNzI0MDIzMjAwNjQx0gEA?oc=5;2023-07-24 12:08:53;True;https://www.yonhapnewstv.co.kr/news/MYH20230724023200641;;;;;;;;;
땅에 떨어진 교권… 고연차·저연차 할 것 없이 학교 떠난다 - 충청투데이;https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LmNjdG9kYXkuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTIxODE4MDjSAQA?oc=5;2023-07-24 10:57:52;True;https://www.cctoday.co.kr/news/articleView.html?idxno=2181808;;;;;;;;;
학생에 맞고 욕 듣고 법정行… 무너진 교권, 대책 나온다 - news.kmib.co.kr;https://news.google.com/rss/articles/CBMiTmh0dHA6Ly9uZXdzLmttaWIuY28ua3IvYXJ0aWNsZS92aWV3LmFzcD9hcmNpZD0wMDE4NDk2NTEzJmNvZGU9NjExMjExMTEmc2lkMT1vcNIBMmh0dHBzOi8vbS5rbWliLmNvLmtyL3ZpZXdfYW1wLmFzcD9hcmNpZD0wMDE4NDk2NTEz?oc=5;2023-07-24 09:37:00;True;http://news.kmib.co.kr/article/view.asp?arcid=0018496513&code=61121111&sid1=op;;;;;;;;;
"전북교육청 ""교권침해 막고 교육활동보호 앞장"" - 전북일보";https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZS8yMDIzMDcyNDU4MDMxM9IBLWh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZUFtcC8yMDIzMDcyNDU4MDMxMw?oc=5;2023-07-24 09:30:53;True;https://www.jjan.kr/article/20230724580313;;;;;;;;;
교권 침해, 오송 참사, 관저 풍수…진짜 해체해야 할 카르텔 [시종땡] - 한겨레;https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9wb2xpdGljcy9wb2xpdGljc19nZW5lcmFsLzExMDE0ODguaHRtbNIBAA?oc=5;2023-07-24 07:50:19;True;https://www.hani.co.kr/arti/politics/politics_general/1101488.html;;;;;;;;;
학생인권과 교권은 같이 가야한다 - 오마이뉴스;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm9obXluZXdzLmNvbS9OV1NfV2ViL1ZpZXcvYXRfcGcuYXNweD9DTlROX0NEPUEwMDAyOTQ3Mjgz0gFCaHR0cHM6Ly9tLm9obXluZXdzLmNvbS9OV1NfV2ViL01vYmlsZS9hbXAuYXNweD9DTlROX0NEPUEwMDAyOTQ3Mjgz?oc=5;2023-07-24 07:25:00;True;https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002947283;;;;;;;;;
울산서도 ‘학부모 교권침해’ 지속 발생에 특단대책 요구 - 울산매일;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lml1c20uY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTEwMjAwNzPSAT1odHRwczovL3d3dy5pdXNtLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0xMDIwMDcz?oc=5;2023-07-24 07:17:00;True;https://www.iusm.co.kr/news/articleView.html?idxno=1020073;;;;;;;;;
여야, 수해 복구 현장으로…'교권 보호법' 마련 속도 - 연합뉴스TV;https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vd3d3LnlvbmhhcG5ld3N0di5jby5rci9uZXdzL01ZSDIwMjMwNzI0MDExNTAwNjQx0gEA?oc=5;2023-07-24 05:15:52;True;https://www.yonhapnewstv.co.kr/news/MYH20230724011500641;;;;;;;;;
학교폭력 원스톱 처리 및 교권 강화 대책 마련 - 대한경제;https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbS5kbmV3cy5jby5rci9tX2hvbWUvdmlldy5qc3A_aWR4bm89MjAyMzA3MjQxMzMxMjc1ODUwNDkx0gEA?oc=5;2023-07-24 04:45:03;True;https://m.dnews.co.kr/m_home/view.jsp?idxno=202307241331275850491;;;;;;;;;
교육부 “교권침해 학생부 기재, 아동학대 면책권 논의 중” - 경향신문;https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbS5raGFuLmNvLmtyL2FydGljbGUvMjAyMzA3MjQxMjE4MDAx0gFDaHR0cHM6Ly9tLmtoYW4uY28ua3IvbmF0aW9uYWwvZWR1Y2F0aW9uL2FydGljbGUvMjAyMzA3MjQxMjE4MDAxL2FtcA?oc=5;2023-07-24 03:18:00;True;https://m.khan.co.kr/article/202307241218001;;;;;;;;;
교권 침해, 어떻게 해결해야 할까? - 뉴닉;https://news.google.com/rss/articles/CBMiH2h0dHBzOi8vbmV3bmVlay5jby9wb3N0LzRPcGN5YS_SAQA?oc=5;2023-07-24 02:37:05;True;https://newneek.co/post/4Opcya/;;;;;;;;;
尹 “교권 강화 위한 교육부 고시 마련하고 자치조례 개정하라” - news.kmib.co.kr;https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vbmV3cy5rbWliLmNvLmtyL2FydGljbGUvdmlldy5hc3A_YXJjaWQ9MDAxODQ5NDU3MSZjb2RlPTYxMTExMjExJnNpZDE9cG9s0gEyaHR0cHM6Ly9tLmttaWIuY28ua3Ivdmlld19hbXAuYXNwP2FyY2lkPTAwMTg0OTQ1NzE?oc=5;2023-07-24 02:22:00;True;https://news.kmib.co.kr/article/view.asp?arcid=0018494571&code=61111211&sid1=pol;;;;;;;;;
"[속보]尹대통령 ""교권 침해 '불합리 조례' 개정하라"" 지시 - 머니투데이";https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwNzI0MTA1NDAwNTk1OTHSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDcyNDEwNTQwMDU5NTkx?oc=5;2023-07-24 01:56:08;True;https://news.mt.co.kr/mtview.php?no=2023072410540059591;;;;;;;;;
"[속보] 尹대통령 ""교권침해 불합리한 조례 개정 추진"" - 연합뉴스";https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vbS55bmEuY28ua3Ivdmlldy9BS1IyMDIzMDcyNDA2MTMwMDAwMdIBMWh0dHBzOi8vbS55bmEuY28ua3IvYW1wL3ZpZXcvQUtSMjAyMzA3MjQwNjEzMDAwMDE?oc=5;2023-07-24 01:53:42;True;https://m.yna.co.kr/view/AKR20230724061300001;;;;;;;;;
“교권 추락, 중장기적으로 학생·학부모에 불이익” - 대구신문;https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3LmlkYWVndS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDI4MDk30gEA?oc=5;2023-07-23 12:30:32;True;https://www.idaegu.co.kr/news/articleView.html?idxno=428097;;;;;;;;;
“더는 못참아”…교사들 교권보호 한 목소리 - 경상매일신문;https://news.google.com/rss/articles/CBMiP2h0dHA6Ly93d3cua3NtbmV3cy5jby5rci9kZWZhdWx0L2luZGV4X3ZpZXdfcGFnZS5waHA_aWR4PTQzNjY4OdIBAA?oc=5;2023-07-23 12:04:06;True;http://www.ksmnews.co.kr/default/index_view_page.php?idx=436689;;;;;;;;;
학생인권조례 폐지 시동…현장선 “교권이랑 무슨 상관인가” - 경향신문;https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vbS5raGFuLmNvLmtyL25hdGlvbmFsL25hdGlvbmFsLWdlbmVyYWwvYXJ0aWNsZS8yMDIzMDcyMzE4MzUwMDHSAUpodHRwczovL20ua2hhbi5jby5rci9uYXRpb25hbC9uYXRpb25hbC1nZW5lcmFsL2FydGljbGUvMjAyMzA3MjMxODM1MDAxL2FtcA?oc=5;2023-07-23 09:35:00;True;https://m.khan.co.kr/national/national-general/article/202307231835001;;;;;;;;;
호우 피해·교권 침해...국민들은 죽어가는데 정치권은 '네 탓 공방' - 한국일보;https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vbS5oYW5rb29raWxiby5jb20vTmV3cy9SZWFkL0EyMDIzMDcyMzE0MjIwMDAxODE30gEA?oc=5;2023-07-23 09:00:54;True;https://m.hankookilbo.com/News/Read/A2023072314220001817;;;;;;;;;
당정, 26일 '교권보호' 대책 논의…교원 지위 회복안 마련도 - 한국경제;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9wb2xpdGljcy9hcnRpY2xlLzIwMjMwNzIzNTc5NVnSATNodHRwczovL3d3dy5oYW5reXVuZy5jb20vcG9saXRpY3MvYW1wLzIwMjMwNzIzNTc5NVk?oc=5;2023-07-23 07:31:15;True;https://www.hankyung.com/politics/article/202307235795Y;;;;;;;;;
교권 침해, 교사 혼자 끙끙? 해외는 이렇게 대응한다 - 경향신문;https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vbS5raGFuLmNvLmtyL25hdGlvbmFsL2VkdWNhdGlvbi9hcnRpY2xlLzIwMjMwNzIzMTU0ODAwMdIBQ2h0dHBzOi8vbS5raGFuLmNvLmtyL25hdGlvbmFsL2VkdWNhdGlvbi9hcnRpY2xlLzIwMjMwNzIzMTU0ODAwMS9hbXA?oc=5;2023-07-23 06:48:00;True;https://m.khan.co.kr/national/education/article/202307231548001;;;;;;;;;
'교권침해 적극 대응'…광주시·경북도 교육청 교권보호 나서 - news.kmib.co.kr;https://news.google.com/rss/articles/CBMiT2h0dHA6Ly9uZXdzLmttaWIuY28ua3IvYXJ0aWNsZS92aWV3LmFzcD9hcmNpZD0wMDE4NDkyMTYwJmNvZGU9NjExMjExMTEmc2lkMT1rYW7SAQA?oc=5;2023-07-23 04:33:00;True;http://news.kmib.co.kr/article/view.asp?arcid=0018492160&code=61121111&sid1=kan;;;;;;;;;
"""교권침해로 교실붕괴""…'학생인권조례'로 번진 논란 - 연합뉴스TV";https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vd3d3LnlvbmhhcG5ld3N0di5jby5rci9uZXdzL01ZSDIwMjMwNzIzMDAwMTAwNjQx0gEA?oc=5;2023-07-22 23:51:27;True;https://www.yonhapnewstv.co.kr/news/MYH20230723000100641;;;;;;;;;
"대구 학부모들 ""학교교육 믿고 지지, 선생님 의견 존중"" 선언...교권 회복 ... - 교육플러스";https://news.google.com/rss/articles/CBMiNmh0dHA6Ly93d3cuZWRwbC5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89OTg2M9IBAA?oc=5;2023-07-21 07:00:00;True;http://www.edpl.co.kr/news/articleView.html?idxno=9863;;;;;;;;;
"김대중 전남교육감 ""교권보호 위해 강력한 제도적 방안 마련해야"" - KBC광주방송";https://news.google.com/rss/articles/CBMiMmh0dHA6Ly93d3cuaWtiYy5jby5rci9hcnRpY2xlL3ZpZXcva2JjMjAyMzA3MjEwMDM50gEA?oc=5;2023-07-21 06:07:07;True;http://www.ikbc.co.kr/article/view/kbc202307210039;;;;;;;;;
"국민의힘 ""교권 무너지면 학생인권도 없어‥법·제도 미비점 보완"" - MBC뉴스";https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMy9wb2xpdGljcy9hcnRpY2xlLzY1MDYxMDhfMzYxMTkuaHRtbNIBRWh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMy9wb2xpdGljcy9hcnRpY2xlLzY1MDYxMDhfMzYxMjAuaHRtbA?oc=5;2023-07-21 05:11:51;True;https://imnews.imbc.com/news/2023/politics/article/6506108_36119.html;;;;;;;;;
"이재명, 말로는 ""교권 보호""… 민주당, 행동은 '교권 강화법' 반대 - 뉴데일리";https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3Lm5ld2RhaWx5LmNvLmtyL3NpdGUvZGF0YS9odG1sLzIwMjMvMDcvMjEvMjAyMzA3MjEwMDE0NS5odG1s0gEA?oc=5;2023-07-21 04:47:52;True;https://www.newdaily.co.kr/site/data/html/2023/07/21/2023072100145.html;;;;;;;;;
심야괴담회가 교권에 미치는 영향 - 브런치;https://news.google.com/rss/articles/CBMiH2h0dHBzOi8vYnJ1bmNoLmNvLmtyL0BAYk96Mi8yNTbSAQA?oc=5;2023-07-18 07:47:34;True;https://brunch.co.kr/@22f05bf0ccac447/256;;;;;;;;;
교권침해에 멍드는 교심…소송 지원액 역대 최대 - 서울경제 - 서울경제신문;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWaWV3LzI5UzNRMThSNVTSASxodHRwczovL20uc2VkYWlseS5jb20vTmV3c1ZpZXdBbXAvMjlTM1ExOFI1VA?oc=5;2023-07-12 07:00:00;True;https://www.sedaily.com/NewsView/29S3Q18R5T;;;;;;;;;
[사설]교권 회복 위한 실질적 조례 제정 시급 - 경남일보;https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3LmdubmV3cy5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NTMxNjQ40gEA?oc=5;2023-07-11 07:57:00;True;https://www.gnnews.co.kr/news/articleView.html?idxno=531648;;;;;;;;;
땅에 떨어진 교권…초6 남학생이 담임교사에 '뜨밤 보내세요, 남자 잘 ... - 매일신문;https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vbmV3cy5pbWFlaWwuY29tL3BhZ2Uvdmlldy8yMDIzMDcxMTA3MzU0MDI0MjQ20gEA?oc=5;2023-07-11 07:00:00;True;https://news.imaeil.com/page/view/2023071107354024246;;;;;;;;;
전북교육청, 교원안심서비스 시범학교 운영 '교권보호' - 쿠키뉴스;https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3Lmt1a2luZXdzLmNvbS9uZXdzVmlldy9rdWsyMDIzMDcwMzAxODbSAQA?oc=5;2023-07-03 07:00:00;True;https://www.kukinews.com/newsView/kuk202307030186;;;;;;;;;
교권침해 받아도 교육청은 뒷짐만[민원폭탄에 신음하는 대한민국] - 문화일보;https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3Lm11bmh3YS5jb20vbmV3cy92aWV3Lmh0bWw_bm89MjAyMzA2MjgwMTA3MDYyMTAyMDAwMtIBAA?oc=5;2023-06-28 07:00:00;True;https://www.munhwa.com/news/view.html?no=2023062801070621020002;;;;;;;;;
[자유기고] 아동학대와 교권, 무엇이 아동학대인가 - 법조신문;https://news.google.com/rss/articles/CBMiPWh0dHA6Ly9uZXdzLmtvcmVhbmJhci5vci5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89Mjc2OTDSAQA?oc=5;2023-06-26 07:00:00;True;http://news.koreanbar.or.kr/news/articleView.html?idxno=27690;;;;;;;;;
'학생 인권과 교권 함께'… 경기동부교권보호지원센터 개관 - 경기신문;https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3LmtnbmV3cy5jby5rci9tb2JpbGUvYXJ0aWNsZS5odG1sP25vPTc1MjU3OdIBAA?oc=5;2023-06-20 07:00:00;True;https://www.kgnews.co.kr/mobile/article.html?no=752579;;;;;;;;;
날개 없이 추락하는 교권 - 한국일보;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpbGJvLmNvbS9OZXdzL1JlYWQvQTIwMjMwNjE1MDU0MTAwMDU1MzjSAQA?oc=5;2023-06-15 07:00:00;True;https://www.hankookilbo.com/News/Read/A2023061505410005538;;;;;;;;;
[World Now] 중국도 교권 추락?‥여교사 머리채 잡고 폭행 - MBC뉴스;https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMy93b3JsZC9hcnRpY2xlLzY0OTM0NjNfMzYxMzMuaHRtbNIBQmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMy93b3JsZC9hcnRpY2xlLzY0OTM0NjNfMzYxMzQuaHRtbA?oc=5;2023-06-14 07:00:00;True;https://imnews.imbc.com/news/2023/world/article/6493463_36133.html;;;;;;;;;
'교원평가 성희롱' 교권 침해, 수사의뢰 가능…퇴학 경고 문구도 제기 - 뉴스핌;https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3Lm5ld3NwaW0uY29tL25ld3Mvdmlldy8yMDIzMDYxMjAwMDQ4NdIBMWh0dHBzOi8vbS5uZXdzcGltLmNvbS9uZXdzYW1wL3ZpZXcvMjAyMzA2MTIwMDA0ODU?oc=5;2023-06-12 07:00:00;True;https://www.newspim.com/news/view/20230612000485;;;;;;;;;
흔들리는 교권, 전북 교원단체 뿔났다 - 전북일보;https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZS8yMDIzMDYwNTU4MDA1M9IBLWh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZUFtcC8yMDIzMDYwNTU4MDA1Mw?oc=5;2023-06-05 07:00:00;True;https://www.jjan.kr/article/20230605580053;;;;;;;;;
"'교권침해-아동학대-학교폭력' 트라이앵글...""학교에 파고든 법화사회가 ... - 교육플러스";https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTkzODDSAQA?oc=5;2023-06-04 07:00:00;True;https://www.edpl.co.kr/news/articleView.html?idxno=9380;;;;;;;;;
[사설] 떠나는 교사들, 교권 확립 위한 대책 절실하다 - 울산매일;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lml1c20uY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTEwMTYxNzPSAT1odHRwczovL3d3dy5pdXNtLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0xMDE2MTcz?oc=5;2023-05-30 07:00:00;True;https://www.iusm.co.kr/news/articleView.html?idxno=1016173;;;;;;;;;
[위기의 교권] ②늘어나는 교권침해 사건, 그간 어떤 입법 활동이 진행 ... - 교육플러스;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTkyNzTSAQA?oc=5;2023-05-24 07:00:00;True;https://www.edpl.co.kr/news/articleView.html?idxno=9274;;;;;;;;;
존폐 논쟁 충남학생인권조례 '교권 추락' 근거 있나? - 디트뉴스24;https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3LmR0bmV3czI0LmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NzQ2MjUw0gEA?oc=5;2023-05-24 07:00:00;True;https://www.dtnews24.com/news/articleView.html?idxno=746250;;;;;;;;;
무너진 교권 회복, 교사의 역할과 위상 달라져야 - K스피릿;https://news.google.com/rss/articles/CBMiPmh0dHA6Ly93d3cuaWtvcmVhbnNwaXJpdC5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTcyMTM30gFBaHR0cDovL3d3dy5pa29yZWFuc3Bpcml0LmNvbS9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89NzIxMzc?oc=5;2023-05-22 07:00:00;True;http://www.ikoreanspirit.com/news/articleView.html?idxno=72137;;;;;;;;;
[캐나다] 온타리오주 교권침해 증가 < 국제 < 기사본문 - 교육플러스;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmVkcGwuY28ua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTkyMDPSAQA?oc=5;2023-05-18 07:00:00;True;https://www.edpl.co.kr/news/articleView.html?idxno=9203;;;;;;;;;
[시론] 떨어지는 교권, 이제는 막아야 할 때 < 칼럼 < 지성의 전당 < 기사 ... - 한국대학신문;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vbmV3cy51bm4ubmV0L25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz01NDY3NjbSAQA?oc=5;2023-05-16 07:00:00;True;https://news.unn.net/news/articleView.html?idxno=546766;;;;;;;;;
